Date,Open,High,Low,Last,Close,Total Trade Quantity,Turnover (Lacs)
25-06-2013,150.35,153.8,150.35,151.25,151.95,26211,39.86
26-06-2013,152,155,149,149.05,149.6,28227,42.9
27-06-2013,151.35,153,149,149.85,149.85,39070,58.82
28-06-2013,150.2,157.7,150.2,155,155.15,192599,299.79
01-07-2013,156,164.9,154,163.25,163.2,228158,368.97
02-07-2013,163,164.6,158.6,159.75,159.7,57506,92.33
03-07-2013,158,169.65,157.35,163.15,162.65,187137,307.2
04-07-2013,163.25,168.4,162.3,164,163.05,140339,232.16
05-07-2013,164.85,166.25,160.35,161.45,161.3,54834,89.74
08-07-2013,160.85,166.85,155.25,161.4,161.95,82225,133
09-07-2013,161.95,167.8,161.1,165,165.1,154904,256.1
10-07-2013,165.2,166.4,161.05,161.8,161.6,46002,75.19
11-07-2013,164,168.9,163.15,164,164.45,167959,279.64
12-07-2013,166.3,166.4,163.05,163.2,163.4,29689,48.68
15-07-2013,162.1,170,162.1,167,166.6,108522,180.95
16-07-2013,164.9,166,161.35,164,163.6,43031,70.61
17-07-2013,166.4,172.3,164.55,169.05,169.2,212328,359.65
18-07-2013,169.2,175.45,169.1,171.9,172.85,167777,291
19-07-2013,176.2,180.5,175,175.8,175.65,240731,426.66
22-07-2013,176,176,161.65,170.2,170.6,73720,125.33
23-07-2013,169.15,173.45,169,170.15,170.75,36882,62.99
24-07-2013,168.15,169.5,165.7,167,166.5,255646,426.31
25-07-2013,167,168.55,162.35,165,164.9,167032,274.81
26-07-2013,163,164.85,157.25,157.7,158.25,36550,58.59
29-07-2013,157,159,153,153.4,153.55,26585,41.19
30-07-2013,152.1,154.55,146.7,147.7,148.15,45739,68.91
31-07-2013,148.15,148.15,140.4,145,143.45,60709,87.09
01-08-2013,142.65,149.95,140.9,141.95,141.65,41748,60.35
02-08-2013,140.6,143.5,134,134.55,134.8,58538,79.99
05-08-2013,135,142.6,135,135.4,135.35,84927,117.3
06-08-2013,133.95,136.45,129.55,130,130.4,56722,75.1
07-08-2013,129.3,135.85,125.05,132.9,132.4,89634,117.05
08-08-2013,132,144.2,106,144,143.1,262613,363.87
12-08-2013,140.15,149,140.15,144.95,144.75,87566,127.25
13-08-2013,145,151,139.4,145.5,145.45,60349,88.74
14-08-2013,144.15,147.15,140.65,141.7,141.85,42281,60.78
16-08-2013,138.5,141,135,137,136.05,47748,65.7
19-08-2013,135,135.15,128,130.8,129.15,88514,115.12
20-08-2013,130,134.4,128.25,128.9,129.8,111040,146.14
21-08-2013,130.25,134.7,128.2,130,129.2,56206,74.13
22-08-2013,129.5,133.5,126.55,132.5,131.65,53116,69.4
23-08-2013,130.1,156.8,130.1,146.3,147.05,725727,1073.49
26-08-2013,147.1,154.9,145.15,148.5,147.6,201633,301
27-08-2013,146,147.7,138.5,140,139.6,65740,94.06
28-08-2013,140,140.05,133,135.35,136,57392,78.07
29-08-2013,138.55,145.85,137.05,140.05,140.5,95784,135.67
30-08-2013,140,145,138.25,140,139.55,67420,95.31
02-09-2013,140,146,138.65,141.55,141.45,63738,90.94
03-09-2013,141.55,154,141.55,144,143.55,325491,484.2
04-09-2013,147.85,149.8,145.2,147,147.45,135351,199.54
05-09-2013,149.9,153.35,146.2,149.35,150.05,137006,206.06
06-09-2013,151.45,152.5,146.1,146.6,147,138853,206.07
10-09-2013,150,155,148.1,149.35,148.95,115297,174.02
11-09-2013,149.3,152.7,147,150.75,150.7,65563,98.52
12-09-2013,150.95,160,150.95,153.55,153.15,267989,419.83
13-09-2013,151.4,156.7,151.35,153.45,152.8,68478,105.29
16-09-2013,154.3,155.5,149.2,150.15,149.9,72684,110.65
17-09-2013,149.9,149.95,146,146.3,146.6,40790,60.22
18-09-2013,147.7,152.75,147,148.9,149.15,118445,178.12
19-09-2013,152.5,156.45,151.5,154.75,154.7,149194,228.89
20-09-2013,153.15,155.95,143.15,144.15,144.15,243647,361.2
23-09-2013,142.15,147.5,142.15,145.4,144,86640,125.64
24-09-2013,144,145.8,142.2,144.35,143.8,39534,57.12
25-09-2013,144,145.4,141,144.95,144.85,52312,75.22
26-09-2013,146,150,145,145.75,145.85,161414,237.63
27-09-2013,147.25,147.5,141.65,142.85,143.2,87490,127.24
30-09-2013,141.95,142.35,139.55,140.45,140.15,38374,54
01-10-2013,140.05,142.7,140.05,141.3,141.2,38191,54.05
03-10-2013,142,153.7,141.6,150.8,151.4,239160,355.71
04-10-2013,150,179.4,147.6,175,176.55,2186427,3730.58
07-10-2013,176.7,180,171.4,172.45,173,576632,1009.61
08-10-2013,173.05,175,166.15,167,167.4,177984,302.18
09-10-2013,166.1,174.5,166.05,169.65,169.65,249279,427.67
10-10-2013,169.7,178.8,169.45,173.25,173.1,404882,710.29
11-10-2013,175.45,175.55,169,171.9,170.7,97094,166.86
14-10-2013,171.75,174,167.5,168.55,168.55,97429,165.78
15-10-2013,170.3,174,168.1,168.7,168.85,104933,179.2
17-10-2013,169,172.8,166.3,166.5,167.05,77049,130.71
18-10-2013,168,172.7,166.1,169.1,169.4,106982,181.68
21-10-2013,170.1,174.8,170.1,172.05,172,99023,170.5
22-10-2013,172.8,182.7,171.1,178,177.75,495769,886.06
23-10-2013,179.35,182,172.65,175.15,174.9,131793,232.67
24-10-2013,173.75,178.2,173.1,174.1,174.2,109068,191.92
25-10-2013,173.4,174.9,170.1,171.95,171.6,69599,119.6
28-10-2013,171.7,173.8,169.15,169.8,169.55,46310,78.95
29-10-2013,169.9,174.45,167,171.4,171.4,87877,150.4
30-10-2013,171.9,191.5,171,185.9,186.9,973641,1806.89
31-10-2013,186.9,194.9,186,187.85,187.65,414988,789.8
01-11-2013,188,189.45,185.9,188.05,187.35,114484,214.42
03-11-2013,188.7,191,187.1,189.5,189.3,46952,88.88
05-11-2013,189,204.5,186.85,196.6,195.5,511233,1009.78
06-11-2013,195.8,199.3,193.25,194.4,195.35,190847,374.32
07-11-2013,191,201.95,187.5,190,189.15,251170,492.88
08-11-2013,190.8,192.7,182.3,182.7,183.25,136435,255.47
11-11-2013,183,185.25,175.15,176.5,177.25,177925,320.17
12-11-2013,177.85,191.3,173,182.6,180.05,394962,728.48
13-11-2013,180.1,186.25,180.05,182,181.2,77949,142.2
14-11-2013,181.55,188,181.55,184,183.65,87681,161.87
18-11-2013,184.5,187.8,183.65,184.75,184.75,69712,129.11
19-11-2013,185,190.7,184.05,185.75,185.55,114743,214.38
20-11-2013,184,187.6,181.65,182.9,182.55,68252,126.33
21-11-2013,182.15,186,179,180.55,180.9,79065,144.11
22-11-2013,182,183.4,178.15,179.5,179.75,49977,90.35
25-11-2013,180.95,186.5,180.65,182.65,182.45,125199,230.16
26-11-2013,182.5,185.5,180.05,181.3,180.8,100017,183.1
27-11-2013,180,182.3,178.75,180.15,179.95,50156,90.35
28-11-2013,181,184.9,181,182.85,182.45,109935,201.53
29-11-2013,183.65,187.8,182.45,183.45,182.95,87223,160.91
02-12-2013,182.3,199,182.3,195.25,195.75,407024,782.91
03-12-2013,196.75,203,193.1,194.95,194.4,574717,1141.81
04-12-2013,194.95,198.8,188.25,191.7,189.9,165039,319.69
05-12-2013,193,199.35,190.1,196.3,196.3,400819,787.52
06-12-2013,196.3,213.4,195.95,207,208.35,1502995,3130.85
09-12-2013,214.5,220.75,212.5,215,215.3,731603,1583.64
10-12-2013,216.2,217.2,205.75,208.95,209.1,229907,483.2
11-12-2013,209.4,216.2,208.05,212.7,212.3,276731,587.3
12-12-2013,210.4,212.65,206.45,207,207.35,97196,203.95
13-12-2013,206,208,184.4,197.35,197.7,161765,325.37
16-12-2013,198.6,206.45,193.5,204.5,204.2,244887,497.17
17-12-2013,203.2,209.9,202.25,205.5,206.4,236809,488.43
18-12-2013,205.75,206,196.2,203.8,203.7,74094,151.19
19-12-2013,205.7,211,202,205.45,205.85,216730,448.62
20-12-2013,204.1,211.9,204.1,211.75,210.05,151980,317.55
23-12-2013,210.55,242.45,210.2,233.9,234.8,1981763,4615.61
24-12-2013,236.55,244.9,234.2,240.1,240.85,733194,1756.92
26-12-2013,241.8,248.7,241.3,244.5,244.1,333999,818.85
27-12-2013,245,245.8,234.8,238.65,239.4,179966,430.3
30-12-2013,240.9,248.8,237,241.5,241.95,441354,1077.53
31-12-2013,243,244.8,234.15,234.95,236.05,199857,478.91
01-01-2014,235.2,238.9,234.5,236.85,237.05,99551,235.85
02-01-2014,238.25,243.2,225,227.5,227.1,198156,466.9
03-01-2014,224.9,231.85,219,220.1,220.2,158553,353.52
06-01-2014,220.95,228,220.1,221,221.45,155409,346.96
07-01-2014,222.85,235.75,221.35,222.8,223.2,470664,1071.74
08-01-2014,224.65,225.35,211.25,213.5,212.85,312207,678.9
09-01-2014,213.1,217,207.3,208.4,208.55,227210,482.59
10-01-2014,209.65,213.75,202.5,203.5,203.5,279745,582.83
13-01-2014,204.2,211.75,204.2,207.55,206.8,136384,283.37
14-01-2014,206.8,212.8,206.45,210.8,210.05,236710,497.35
15-01-2014,210.05,222.3,210.05,216.75,216.25,502532,1094.73
16-01-2014,217.7,223,214.4,216.3,215.65,287762,630.09
17-01-2014,216.45,217,206.3,208.5,207.5,125982,265.6
20-01-2014,207.6,212,206.3,209.5,209.15,133484,279.6
21-01-2014,209.8,214,209.05,209.7,209.5,98508,207.81
22-01-2014,208.05,210.65,207,207.15,208,101316,211.34
23-01-2014,206.75,211,206.75,207.15,207.55,79205,164.89
24-01-2014,205,213.8,204.9,206.2,206.3,264842,553.03
27-01-2014,202.65,204,193.2,194.55,194.3,111765,220.88
28-01-2014,195,202.55,193,194.5,194.85,112899,222.64
29-01-2014,196.15,202.3,196.15,198,197.95,137029,273.05
30-01-2014,195.4,196.35,186,187,186.7,179168,339.84
31-01-2014,187.25,191.55,187.25,190.5,189.45,131575,249.28
03-02-2014,190,190,182.55,183.2,183.3,93977,175.01
04-02-2014,181.25,211.5,180.05,205.45,205.25,1188541,2403.03
05-02-2014,206.5,207.7,197.6,198.65,198.5,467323,943.88
06-02-2014,199,203.8,195.05,195.6,195.95,191881,382.11
07-02-2014,198.9,201.9,193.6,196.45,195.4,166229,328.92
10-02-2014,197.1,204,194.3,198.65,198.2,309492,618.79
11-02-2014,198.25,203.5,196.5,198.6,198,184530,368.47
12-02-2014,199.65,205.9,197.1,198.6,198.7,690583,1389.66
13-02-2014,199.65,199.95,193,194.3,194.45,137462,268.47
14-02-2014,196.7,200.45,188,199,196.7,134166,261.45
17-02-2014,203,203,195.6,196.9,197.3,120157,237.79
18-02-2014,197,200.3,195.65,198.3,198.9,126918,251.82
19-02-2014,197.55,199.85,196.2,197.3,197.2,186150,368.89
20-02-2014,195.45,199.65,195.45,198.35,198.2,96006,189.36
21-02-2014,199.4,205.7,198,204,203.65,180175,363.79
24-02-2014,202.6,211.95,201.6,208.65,208.2,295223,615.68
25-02-2014,208.25,211.35,204.8,205.5,205.5,105634,219.35
26-02-2014,205.1,210.8,205.1,208.6,208.7,225058,470.59
28-02-2014,208,209.9,205.55,207.65,206.95,50264,104.14
03-03-2014,207,216.8,205.55,208.7,208.85,342741,728.43
04-03-2014,210.4,212.05,207.1,208.6,208.75,103999,217.69
05-03-2014,209.8,210.85,207.1,208,208.6,129982,271.7
06-03-2014,209,218.8,208.15,216,216.25,454172,974.92
07-03-2014,218,232,217.85,228.95,228.55,601154,1352.06
10-03-2014,227.7,241.7,223,239.5,239.4,439593,1035.92
11-03-2014,239.05,245.5,233.55,237.7,237.1,212881,509.42
12-03-2014,234.85,247.9,231.35,246.7,245.6,346156,836.41
13-03-2014,245.7,278.8,244.6,263.7,262.4,1944141,5150.65
14-03-2014,261.9,269.8,256.6,260.4,260.55,604472,1590.37
18-03-2014,261,269.5,256.55,267.1,266.7,370412,982.05
19-03-2014,267,279.45,267,274.55,273.5,427952,1171.2
20-03-2014,274.65,277.65,266,271.65,272.7,251860,685.83
21-03-2014,273.1,275,266.6,269,269.5,131854,355.46
22-03-2014,270.05,271.6,264,267.05,267.1,38501,103.31
24-03-2014,267.6,304.7,266.15,288.75,290.05,1915216,5615.3
25-03-2014,290,297,284.6,286.65,287.9,479079,1387.95
26-03-2014,287,296.8,285,287.55,288.75,368483,1073.58
27-03-2014,288,294.7,285.2,292.85,292.15,329319,958.54
28-03-2014,293,297.5,287,290,289.25,189426,552.21
31-03-2014,291.35,296.8,288.4,291.25,292.15,177441,519.02
01-04-2014,294.45,294.95,287,288,288.4,172321,500.8
02-04-2014,287.6,304,287.6,299.8,300.2,409744,1217.91
03-04-2014,302,312,296.1,305.1,304.65,550096,1681.48
04-04-2014,305.1,341,299,337,334.15,1990682,6432.9
07-04-2014,337.7,339.2,321.4,324.5,325.85,655657,2158.72
09-04-2014,327,352,324,338.4,338.75,1114813,3796.18
10-04-2014,340,406.5,334.25,406.5,398.95,2299237,8608.83
11-04-2014,412,451.9,407.45,430,430.15,2780135,12089.92
15-04-2014,432,432.5,392.6,398.8,399.7,891857,3614.49
16-04-2014,399,428,397.5,401.05,399.85,788168,3248.68
17-04-2014,403.65,415.85,392.75,396.5,395.95,450968,1818.65
21-04-2014,399.7,408.8,389.55,398,398.15,665737,2662.23
22-04-2014,401,418,398.5,405,404.5,889538,3641.64
23-04-2014,405.15,417,405.15,410.85,410.45,620867,2556.42
25-04-2014,407.25,410.3,394,399,399.95,531177,2129.86
28-04-2014,397.1,403.9,390,392,391.4,256122,1012.32
29-04-2014,393.95,413.75,387.7,393.25,394.2,560443,2246.29
30-04-2014,397,408.6,380,386,387.5,468475,1856.42
02-05-2014,390.75,402.9,388,398.6,398.6,368903,1457.69
05-05-2014,395.05,405,391.45,395,393.65,295481,1176.65
06-05-2014,396.7,401.95,392,398.25,398.65,231434,919.51
07-05-2014,396.05,401.4,393.5,397.05,396.3,235273,933.54
08-05-2014,399.8,399.85,389.4,391.3,392.15,175913,692.88
09-05-2014,392.15,420.5,392.1,418.8,416.2,1021909,4173.71
12-05-2014,420.9,436,399,406.4,410.3,737204,3125.81
13-05-2014,414,465.8,414,446.3,446.25,1697772,7521.01
14-05-2014,450,488,449,457.9,456.6,2270691,10703.83
15-05-2014,460,468.5,445,448.7,448.75,503179,2287.42
16-05-2014,466,485.65,450.1,464.1,466.9,1444172,6736.02
19-05-2014,471,560.25,471,560.25,559.5,2664782,13947.6
20-05-2014,567.8,609.9,565,569.55,568.95,1649173,9633.16
21-05-2014,572.9,598,541.35,588,588.85,1217185,7071.54
22-05-2014,594.8,620,591.5,603,604.8,1057283,6431.93
23-05-2014,611.1,622,590.5,596.5,594.15,590190,3570.26
26-05-2014,608,695,597.65,606,610.4,3720854,24169.71
27-05-2014,614.7,614.75,538.95,581,583.25,1306950,7631.38
28-05-2014,588,614.7,566.1,608.25,605,2089601,12490.75
29-05-2014,610.4,625,600,617,612.5,810669,4979.75
30-05-2014,651.1,677.5,645,651.1,652.85,2032940,13413.67
02-06-2014,659.8,679.8,654,670,671.05,1040478,6951.62
03-06-2014,674.65,683,656.05,669.75,670.2,857606,5758.88
04-06-2014,672,677,655.65,660.25,660.7,506817,3367.01
05-06-2014,661.5,697.4,661.5,684,688.05,982300,6673.74
06-06-2014,692.5,766,691.5,736,738.5,1959964,14353.08
09-06-2014,745.4,786.75,742,783,778.35,1306340,10011.41
10-06-2014,786,832,781.2,815.5,813.95,1674690,13523.66
11-06-2014,819.95,836.3,785,794.95,796.05,1135886,9238.54
12-06-2014,799.9,802.4,772.2,775.5,778.1,496877,3885.44
13-06-2014,781,784,688.2,751.7,751.05,1098999,8195.96
16-06-2014,755,781.9,740.05,763.7,763.35,695928,5306.85
17-06-2014,766.95,778.5,757.15,774,773.8,414240,3192.88
18-06-2014,776.9,813.8,758.15,788.9,795.45,1056799,8330.13
19-06-2014,802.5,820,792.2,806.8,810.25,1135670,9184.79
20-06-2014,813.5,814,776.9,782.1,780.15,502467,3999.77
23-06-2014,786,811.7,780.1,806,803.9,533216,4261.01
24-06-2014,809,863.7,798,849,850.05,1981023,16630.42
25-06-2014,852,877.7,841.5,868,866.75,1501298,12960.38
26-06-2014,868,874,819.25,821,824.1,1265678,10700.8
27-06-2014,827,848,800,806.95,807.2,642605,5278.92
30-06-2014,800,809.95,767,799,796.3,88668,700.49
01-07-2014,800,805,778,784,782,65127,514.12
02-07-2014,788,803.9,780,790.7,789.25,85375,676.31
03-07-2014,790,800,770.2,786,778.4,72804,568.9
04-07-2014,790,790,760.1,775,776.9,72076,555.19
07-07-2014,777,815.7,777,815.7,815.7,141842,1139.68
08-07-2014,820,832.4,774.95,774.95,774.95,129304,1029.05
09-07-2014,755,755,736.25,736.25,736.25,41909,309.34
10-07-2014,699.45,772,699.45,708,710.85,188096,1345.77
11-07-2014,720,728,675.35,675.35,675.35,38748,265.19
14-07-2014,641.6,642,641.6,641.6,641.6,17781,114.08
15-07-2014,610,670,609.55,665,662.5,169889,1055.51
16-07-2014,664,664,634,653,651.5,48906,316.7
17-07-2014,655,684.05,641,684.05,684.05,87671,589.79
18-07-2014,689,713,678,696,698.65,67505,472.36
21-07-2014,711,715,700,707.8,707.5,38730,273.93
22-07-2014,707.5,713,687.65,690,690.45,52671,367.83
23-07-2014,703,706.8,655.95,657,659.85,52353,351.25
24-07-2014,654.3,666,630,650,649,35900,233.37
25-07-2014,642.4,654.95,630,638,633.6,41204,263.71
28-07-2014,628,635,604,614.8,609.8,44319,271.09
30-07-2014,593.35,625,580.1,614.05,618.6,71396,431.23
31-07-2014,619,640.45,615.1,636,630.5,28440,179.95
01-08-2014,615.5,642,603.15,614,611.25,86447,534.33
04-08-2014,623,641.8,620.25,641.8,640.05,63629,403.92
05-08-2014,644.9,672.05,633,672.05,669.3,86682,570.56
06-08-2014,682,695,665.1,683,684.95,501322,3429.1
07-08-2014,694,718,666,670.2,671.3,711778,4964.56
08-08-2014,665,665,640.1,642,644.6,168573,1096.93
11-08-2014,646.35,659,612.4,622,619.25,195445,1235.91
12-08-2014,622.05,635.5,611.05,618,618.25,140670,873.55
13-08-2014,587.35,594.7,587.35,587.35,587.35,189899,1116.26
14-08-2014,567.6,577.4,558,558,558.4,321590,1811.48
18-08-2014,547,586.3,542.3,586.3,583.6,236416,1347.77
19-08-2014,585.3,588.5,565.15,568,569.35,186937,1073.7
20-08-2014,564,579.7,558.3,561.55,561.7,120280,684.16
21-08-2014,556.1,570,550.05,552.95,552.55,96412,539.6
22-08-2014,551.05,560,541.1,544,545.25,86703,476.87
25-08-2014,548.1,554,541.5,541.6,542.6,77251,422.14
26-08-2014,539.3,543.95,515.5,515.5,515.5,90893,476.14
27-08-2014,531.2,541.25,531.2,541.25,541.25,61696,333.28
28-08-2014,568.3,568.3,568.3,568.3,568.3,24536,139.44
01-09-2014,583.7,596.7,574.5,596.7,596.7,364387,2149.42
02-09-2014,610,626.5,609,626.5,626.5,160203,996.87
03-09-2014,654.9,657.8,631,636.05,638.2,409758,2643.79
04-09-2014,639.95,645,606.35,611,612.45,170539,1052.14
05-09-2014,611,666,611,653,654.7,544637,3540.03
08-09-2014,660.95,673.65,655,661.1,662.5,171061,1134.68
09-09-2014,665,666.75,642.9,645.1,648.3,107302,698.12
10-09-2014,606,645.7,606,620.75,620.15,189231,1187.55
11-09-2014,622,682.15,622,682.15,682.15,526445,3473.75
12-09-2014,696,728.7,661.3,699,699.8,957928,6686.08
15-09-2014,699,709.5,685,687,687.55,263670,1833.28
16-09-2014,683.5,709.9,644.05,646.05,652.15,268926,1821.74
17-09-2014,655.7,677.8,646.1,661.25,663.3,199747,1319
18-09-2014,663.4,694,659.75,676,675.95,257959,1754.92
19-09-2014,678,683.95,651.95,659.05,658.95,157327,1051.27
22-09-2014,650,681.7,645,669.6,667.05,166088,1106
23-09-2014,663.4,671,644,649.6,647.25,106255,696.79
24-09-2014,649.6,654.5,620.05,629.7,628,119576,754.83
25-09-2014,630,637.5,575.45,584,580.8,188356,1126.22
26-09-2014,575,607,546,603,593.95,266860,1528.34
29-09-2014,597.8,627.9,597.8,616,611.25,147042,903.88
30-09-2014,610.45,636.8,601.65,613.05,614.95,196874,1216.71
01-10-2014,621.8,630.7,606.25,609.45,609.55,144929,893.72
07-10-2014,604.1,610.5,572.9,581,576.9,103452,609.53
08-10-2014,579.8,606,575.25,579.9,582,391908,2309.56
09-10-2014,587,608,587,596.1,596.3,291314,1743.24
10-10-2014,588,602,576.25,586.5,585.75,185682,1096.2
13-10-2014,580,593.4,576.1,581.5,582.15,105758,616.66
14-10-2014,587.6,591.95,576,576.5,577.6,84927,495.12
16-10-2014,573.25,583.8,542,548,549.9,128785,725.26
17-10-2014,552,561.35,540.1,551.15,550.85,113583,628.35
20-10-2014,561.5,570.95,556,558.5,557.9,66421,374.11
21-10-2014,559.2,664.6,559.2,658,653.7,1901730,11957.99
22-10-2014,666,684.9,633.35,654,654.45,1036902,6866.04
23-10-2014,653.8,658.1,642.8,649.5,648.1,92664,601.01
27-10-2014,653.8,702.15,653.8,682,682.35,1090226,7489.11
28-10-2014,682.5,683,615,663.8,662,449682,2978.55
29-10-2014,664,678,652,663,661.75,268747,1788.94
30-10-2014,662,685,653.1,671.2,672.15,363402,2430.75
31-10-2014,679,688.4,666.75,675.75,677.45,348884,2368.41
03-11-2014,682,690,670.6,680,679.2,260722,1775.46
05-11-2014,683.85,688,670,672,672,197685,1339.86
07-11-2014,671.1,687.4,659,681.3,681.85,263038,1778.13
10-11-2014,687.3,752.4,685,731.65,731.05,1702261,12309.4
11-11-2014,736,758,729.8,740.4,740.45,762069,5687.87
12-11-2014,738.6,744.45,720.4,728,727.7,277730,2031.09
13-11-2014,730,732.2,705.15,710.25,712.25,167362,1198.43
14-11-2014,714,751.9,704,723,728,539083,3962.72
17-11-2014,681.2,711.9,677.55,699.7,702.35,464857,3255.19
18-11-2014,706.4,720,704.9,708.95,710.65,222095,1582.95
19-11-2014,714.7,745,705,713.5,714,542906,3952.96
20-11-2014,714.5,720,695.6,705.9,706.8,148605,1053.59
21-11-2014,706,727,704,704.9,706.95,186082,1328.03
24-11-2014,709.85,734.9,696.6,718.5,717.85,428576,3082.86
25-11-2014,713,720.7,686.25,692.1,693.2,157444,1099.88
26-11-2014,690,708.8,687.2,701,700.2,159650,1118.85
27-11-2014,705.7,715,695,700,699.1,116475,821.56
28-11-2014,702.2,718.5,702.2,710.5,710.3,196767,1399.98
01-12-2014,709.7,714.3,700,701,701.5,80680,569.12
02-12-2014,697,747.9,690.15,746.5,743,623509,4530.46
03-12-2014,752,796.8,747,794,790.85,1246978,9648.79
04-12-2014,791,866.9,771.65,830,830.6,2717581,22562.9
05-12-2014,834,872,805.55,808.8,810.7,1224261,10353.75
08-12-2014,813,820,771.1,773.8,775.7,604770,4821.96
09-12-2014,777.25,814.75,772.1,783.5,781.9,609259,4831.56
10-12-2014,784.3,807.9,782.9,805,800.1,424874,3383.69
11-12-2014,804.1,804.4,755.45,762,762.15,402554,3129.83
12-12-2014,767.8,778.05,743,752,749.35,290947,2212.66
15-12-2014,742.1,747,725.85,725.85,728.2,182574,1341.73
16-12-2014,720.9,723.9,660.1,681,672.9,279490,1926.9
17-12-2014,670,713.6,640.15,685,685.05,585495,4008.23
18-12-2014,705.35,724,696,711,710.7,270279,1924.91
19-12-2014,719.05,723.9,682.15,687,687.85,269127,1895.87
22-12-2014,692.2,703.6,683.05,697,693.7,150764,1045.48
23-12-2014,699,699.8,673.3,681.5,680.45,156068,1069.76
24-12-2014,679.95,712,675,692,689.35,303565,2114.84
26-12-2014,694.95,711,679.2,700,698.35,295013,2058.74
29-12-2014,699.1,710,695,702.9,700.25,172300,1210.8
30-12-2014,704.9,756,701,752.35,750.95,1266948,9353.93
31-12-2014,758.65,824.9,758,792,793.8,2307661,18499.14
01-01-2015,795.9,812.75,784.2,790.6,789.7,618799,4941.02
02-01-2015,793.2,803,780,787.3,785.55,301578,2384.56
05-01-2015,787,794.9,768.1,775,774.55,279210,2178.57
06-01-2015,769.9,794.5,747,755,758.35,789162,6093.3
07-01-2015,759,802.8,759,791.9,792.35,1540910,12128.9
08-01-2015,802,809.7,781.55,790.55,790,630839,5024.42
09-01-2015,797.3,819.7,782,796,793.45,1065609,8543.51
12-01-2015,795,883,784.95,867,873,3110786,26358
13-01-2015,880,899,858.1,874,871.65,1749006,15449.92
14-01-2015,872.95,905,863.3,888,887.7,1593576,14145.68
15-01-2015,897,904.75,880,886,887.85,471368,4193.9
16-01-2015,888.7,938.7,880.15,921,919.35,1937343,17792.48
19-01-2015,926,946.5,917.35,926.6,926.4,886341,8278.45
20-01-2015,932.3,934.9,901.25,910,910.2,491133,4501.06
21-01-2015,914,930,896.4,917,915.65,668732,6127.81
22-01-2015,923.3,931.7,906,913.95,913.45,422312,3880.13
23-01-2015,922,927,907.75,911.65,912.25,475032,4348.61
27-01-2015,922,951.55,920.25,922,924.35,859730,8047.14
28-01-2015,920,929.9,898.6,912.2,913,309502,2832.1
29-01-2015,913,922,898,909.1,908.55,249655,2270.81
30-01-2015,915,920.9,890,903,905.05,254346,2307.74
02-02-2015,906.9,932.65,895.3,926.95,925.65,440943,4043.79
03-02-2015,927.4,954.25,920.1,936,937.25,707731,6630.79
04-02-2015,940.8,941,911,913.6,913.8,245498,2271.05
05-02-2015,914.1,928.8,906.1,914,912.35,280101,2563.55
06-02-2015,914.5,920,894,902,902.35,187557,1698.55
09-02-2015,896.5,896.5,852,859,855.4,225627,1954.95
10-02-2015,849.9,890,840,864,866.35,268206,2325.6
11-02-2015,872.9,971.6,869.95,968,959.4,1466178,13749.97
12-02-2015,970.9,982.8,911,934,933.1,1336617,12622.06
13-02-2015,937.4,948.95,897.4,930.3,922.85,672694,6262.98
16-02-2015,925,969.2,916,950.55,955.9,940888,8944.27
18-02-2015,955,1012.8,950,990,990.85,2147344,21288.71
19-02-2015,996,1024,953.8,989,989.35,1132033,11292.84
20-02-2015,991.5,994.4,971.2,981,980.05,369167,3625.66
23-02-2015,984.5,1007.8,972,990,989.6,669697,6640.28
24-02-2015,994.95,1011.5,971.1,986,986.45,822710,8176.17
25-02-2015,990.3,998.8,975,980.9,981.7,279420,2756.09
26-02-2015,986.75,1010,951.5,960,962.95,1572335,15448.7
27-02-2015,968,996.55,965,978,979.85,624504,6138.95
28-02-2015,987.5,996,958,975,976,553661,5434.43
02-03-2015,983.8,998,965.15,978.85,977.15,420851,4124.6
03-03-2015,979.9,985.7,965.3,981,980.35,243500,2377.98
04-03-2015,983.5,1050,973.5,1033.95,1037,1939919,19847.82
05-03-2015,1039.8,1059.9,1025,1041,1040.35,572634,5966.18
09-03-2015,1028.3,1035,996.2,1007,1006.3,248431,2518.09
10-03-2015,1004.3,1044.7,1004.3,1020,1019.4,413315,4235.32
11-03-2015,1014,1038.05,1010,1015.05,1013.35,247838,2529.88
12-03-2015,1016,1034.4,1010.95,1015,1015.8,158573,1619.25
13-03-2015,1018,1025.25,1008,1024.5,1022.6,703639,7174.3
16-03-2015,1026.65,1029.3,990,1026,1021.4,279589,2819.86
17-03-2015,1031,1117.8,1015,1107.7,1100.8,1891024,20429.78
18-03-2015,1113.9,1134,1091.5,1105.55,1107.55,763945,8520.86
19-03-2015,1116,1124,1081,1088.95,1094.5,378240,4158.82
20-03-2015,1078,1085,1052.6,1056,1056.15,185581,1971.93
23-03-2015,1053,1058,1014.3,1055,1041.4,123886,1282.91
24-03-2015,1038,1070,1038,1060.5,1058.2,170016,1797.79
25-03-2015,1067.2,1069.6,1020,1021.95,1025.25,183979,1912.37
26-03-2015,1017.5,1060,990,1055,1020.3,225542,2279.51
27-03-2015,1058,1063.6,983.6,1008,1009,219122,2235.25
30-03-2015,1026,1083.85,1026,1067,1066.6,403345,4294.57
31-03-2015,1068.9,1109.95,1040,1109.95,1097,461353,4961.59
01-04-2015,1100,1163.8,1086,1136.65,1139.2,631231,7157.27
